name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
I."ENST00000592272";18_43450532_43450707-186=176=73//Q9HCE0
I."ENST00000358522";5_139239474_139239497-103=24=59//P56974
I."ENST00000445667";19_17326611_17326660-162=50=79//Q9NZ43
I."ENST00000519083";6_154415345_154415453-521=109=1271//P35372
I."ENST00000534334";1_76194086_76194173-51=88=98//P11310
I."ENST00000528311";1_53416427_53416558-72=132=65//P22307
I."ENST00000371509";1_53407468_53407525-180=58=72//P22307
I."ENST00000444918";2_31424728_31424864-175=137=119//A8MX76
I."ENST00000370425";1_91731574_91731664-112=91=111//A2PYH4
I."ENST00000470316";7_151049179_151049279-59=101=71//Q9Y5A7
I."ENST00000540806";19_19916840_19916935-1109=96=127//Q5JVG8
I."ENST00000527170";11_680963_681089-129=127=66//O88450
I."ENST00000437442";21_35195791_35195957-83=167=46//Q15811
I."ENST00000399326";21_35247658_35247825-99=168=213//Q9Z0R4
I."ENST00000399326";21_35190571_35190776-160=206=83//Q15811
I."ENST00000304527";4_152065372_152065440-141=69=265//Q5HYK7
I."ENST00000455740";4_152086741_152086848-113=108=1026//Q5HYK7
I."ENST00000215659";22_50695364_50695393-48=30=112//P53778
I."ENST00000575153";17_5358480_5358591-160=112=186//Q9H6R0
I."ENST00000496441";2_174223440_174223565-113=126=237//Q9BWT1
I."ENST00000536352";11_61548184_61548264-69=81=86//Q9Y2G1
I."ENST00000355547";11_119057979_119058168-212=190=137//Q86UT5
I."ENST00000395307";19_2098051_2098126-27=76=48//Q1ZYL8
I."ENST00000392400";3_195594040_195594129-128=90=1349//Q07912
I."ENST00000443575";10_51970790_51970894-82=105=87//Q9NR71
I."ENST00000518341";8_86253249_86253364-198=116=61//Q7M317
I."ENST00000527070";16_50741766_50741871-467=106=234//Q9HC29
I."ENST00000372431";20_44538155_44538310-64=156=129//P55058
I."ENST00000458031";3_52019223_52019287-112=65=105//Q03154
I."ENST00000565546";16_84444310_84444371-36=62=109//O75185
I."ENST00000477901";9_4125734_4125941-137=208=486//Q8NEA6
I."ENST00000462164";9_4125734_4125941-137=208=355//Q8NEA6
I."ENST00000354785";2_216257654_216257926-183=273=192//P11276
I."ENST00000336916";2_216245534_216245803-188=270=114//P02751
I."ENST00000359151";12_10602513_10602566-152=54=96//P26715
I."ENST00000417097";2_198388348_198388410-73=63=43//Q9QYW3
I."ENST00000417097";2_198413060_198413139-87=80=112//Q5F495
I."ENST00000487343";20_44405714_44405848-186=135=147//Q8IUB2
I."ENST00000487343";20_44417570_44417698-147=129=72//Q8IUB2
I."ENST00000571558";17_5331391_5331531-64=141=335//Q86UA6
I."ENST00000381208";17_5329291_5329402-61=112=64//Q86UA6
I."ENST00000381209";17_5329556_5329619-112=64=141//Q86UA6
I."ENST00000539417";17_5329291_5329402-61=112=141//Q86UA6
I."ENST00000353274";10_102057139_102057363-229=225=254//Q9P0L9
I."ENST00000399786";21_33671273_33671388-140=116=100//Q8TCY5
I."ENST00000297267";6_159650847_159651035-108=189=2598//Q4ZHG4
I."ENST00000391828";1_247599272_247599442-171=171=171//Q96P20
I."ENST00000376360";13_100515245_100515346-189=102=94//Q8N0X4
I."ENST00000409445";12_75692651_75692746-94=96=75//Q9BXY5
I."ENST00000409445";12_75716754_75716867-177=114=46//Q9BXY5
I."ENST00000335698";10_7838084_7838118-87=35=132//Q5RBS9
I."ENST00000377389";9_70475019_70475078-38=60=92//Q5RIA9
I."ENST00000361509";1_159900928_159901051-176=124=151//Q9P2J2
I."ENST00000361509";1_159901243_159901393-124=151=117//Q9P2J2
I."ENST00000349824";7_50444231_50444491-120=261=5184//Q13422
I."ENST00000331340";7_50455043_50455168-168=126=135//Q13422
I."ENST00000423644";2_74462228_74462341-162=114=201//Q9BY07
I."ENST00000423644";2_74531616_74531807-130=192=81//Q9BY07
I."ENST00000359484";2_74459596_74459774-73=179=162//Q9BY07
I."ENST00000355790";10_72100309_72100458-168=150=145//Q8TCA0
I."ENST00000227495";11_126277469_126277529-98=61=96//Q11206
I."ENST00000447929";7_65444386_65444528-188=143=186//P08236
I."ENST00000542786";10_88441193_88441560-76=368=23//O75112
I."ENST00000564324";16_67220662_67220787-101=126=118//Q86VI1
I."ENST00000392564";17_73321979_73322101-169=123=98//P62994
I."ENST00000445208";7_99700298_99700404-89=107=111//O00189
I."ENST00000586195";19_46119719_46119816-88=98=89//O95834
I."ENST00000586195";19_46120888_46120955-89=68=132//O95834
I."ENST00000380586";8_26627798_26628183-599=386=1319//P35348
I."ENST00000547186";3_9874788_9874929-436=142=227//Q9Y4R7
I."ENST00000510697";4_148441003_148441130-420=128=153//P25101
I."ENST00000422024";7_150873650_150873763-186=114=520//Q8WXI3
I."ENST00000559881";15_78452434_78452548-84=115=188//Q28480
I."ENST00000557955";15_50223316_50223504-116=189=166//Q8TF62
I."ENST00000558906";15_50193289_50193436-184=148=106//Q8TF62
I."ENST00000545233";1_40313220_40313332-78=113=112//Q9H3H1
I."ENST00000545233";1_40315795_40315933-112=139=117//Q9H3H1
I."ENST00000392460";3_189526061_189526315-133=255=187//Q9H3D4
I."ENST00000338372";19_54545531_54545623-28=93=39//Q6UX27
I."ENST00000380405";13_31728770_31728892-100=123=141//Q5R606
I."ENST00000380406";13_31717929_31718060-138=132=206//Q5R606
I."ENST00000411667";9_100080745_100080864-164=120=80//Q9P1Z9
I."ENST00000518578";X_19426646_19426743-96=98=50//Q6ZN16
I."ENST00000269053";17_31322427_31322735-104=309=159//Q8IXA5
I."ENST00000373803";20_35335375_35335410-106=36=105//Q9UGV2
I."ENST00000513933";10_48754798_48755132-216=335=152//Q4JDL3
I."ENST00000509230";10_48798645_48798739-98=95=62//Q4JDL3
I."ENST00000505714";10_48798645_48798780-98=136=62//Q4JDL3
I."ENST00000509753";10_48806829_48806985-98=157=62//Q4JDL3
I."ENST00000374233";10_48798645_48798739-98=95=111//Q4JDL3
I."ENST00000515532";10_48806829_48806985-95=157=62//Q4JDL3
I."ENST00000515532";10_48798645_48798739-98=95=157//Q4JDL3
I."ENST00000374233";10_48771315_48771405-335=91=152//Q4JDL3
I."ENST00000423994";3_50410496_50410516-61=21=77//Q9NY47
I."ENST00000466087";1_173540641_173540867-169=227=144//Q5TAH2
I."ENST00000497689";1_173523872_173523953-164=82=169//Q5TAH2
I."ENST00000382034";22_35727289_35727488-134=200=34//O60784
I."ENST00000361812";1_44303891_44303983-43=93=95//P61132
I."ENST00000533997";1_44345007_44345179-93=173=95//Q02734
I."ENST00000332628";1_44365213_44365399-96=187=147//P61132
I."ENST00000490541";1_44365181_44365399-96=219=147//P61132
I."ENST00000533933";1_44365213_44365399-96=187=90//P61132
I."ENST00000398984";11_59992438_59992566-44=129=144//Q96PG1
I."ENST00000398986";11_59996067_59996100-44=34=144//Q96PG1
I."ENST00000441793";6_31608162_31608305-108=144=60//P46379
I."ENST00000317713";1_39844133_39844195-118=63=242//Q9UPN3
I."ENST00000473406";1_76252385_76252482-47=98=108//P53611
I."ENST00000508648";4_129131011_129131148-128=138=86//Q659C4
I."ENST00000506199";4_129127583_129127692-145=110=128//Q659C4
I."ENST00000439855";19_58571342_58571403-72=62=127//P52742
I."ENST00000552376";12_100603851_100603986-124=136=57//Q9D864
I."ENST00000367536";1_183543622_183543756-108=135=109//P19878
I."ENST00000529581";11_85422156_85422275-170=120=95//Q9HCH5
I."ENST00000463282";6_135516098_135516219-96=122=255//P10242
I."ENST00000339290";6_135520664_135520719-143=56=115//P10242
I."ENST00000399379";3_49457644_49457775-79=132=81//P48728
I."ENST00000376563";X_48759510_48759794-113=285=64//O60828
I."ENST00000562437";16_88555439_88555561-105=123=134//Q8IX07
I."ENST00000427714";11_73988030_73988189-63=160=65//Q7Z4N8
I."ENST00000361163";2_130858249_130858293-167=45=71//A5A3E0
I."ENST00000523371";17_38063214_38063240-161=27=169//Q8TAX9
I."ENST00000492965";7_149522889_149523027-117=139=203//A2VEC9
I."ENST00000492965";7_149523539_149523666-203=128=123//A2VEC9
I."ENST00000372585";6_43266830_43266835-488=6=104//Q9Y694
I."ENST00000340181";6_36339107_36339337-143=231=126//Q9Y603
I."ENST00000329433";5_179046270_179046408-179=139=144//O35737
I."ENST00000586155";19_38261047_38261237-93=191=133//Q86YE8
I."ENST00000547889";14_19578325_19578373-167=49=119//A6NI47
I."ENST00000378516";17_33344542_33344625-211=84=411//Q8WZ73
I."ENST00000457293";17_19458525_19458622-45=98=98//Q96FL8
I."ENST00000413002";2_170657462_170657536-98=75=104//P10881
I."ENST00000396037";12_22408214_22408323-93=110=145//P61642
I."ENST00000513237";4_106162496_106162586-3455=91=94//Q6N021
I."ENST00000465878";16_57822487_57822625-66=139=143//Q9BVG8
I."ENST00000356173";20_31590393_31590467-67=75=59//Q8TC36
I."ENST00000566925";16_1741844_1741986-149=143=49//Q9H910
I."ENST00000391970";1_198671516_198671659-141=144=49//P08575
I."ENST00000441669";1_40312892_40312969-110=78=113//Q9H3H1
I."ENST00000441669";1_40310203_40310312-118=110=78//Q9H3H1
I."ENST00000556047";14_78234795_78234866-143=72=331//Q8N769
I."ENST00000360410";2_232975907_232975965-235=59=101//Q8IYB7
I."ENST00000316299";12_49399526_49399635-82=110=49//P54619
I."ENST00000426291";7_22767063_22767253-135=191=114//P05231
I."ENST00000294241";3_53338207_53338320-759=114=139//Q9NPI6
I."ENST00000514029";X_66900562_66900845-152=284=117//P49699
I."ENST00000452019";1_167343345_167343533-120=189=127//P14859
I."ENST00000272238";2_10917711_10917848-94=138=98//Q8NEY4
I."ENST00000422503";2_98804438_98804592-197=155=139//Q502W6
I."ENST00000416277";2_98735976_98736226-95=251=160//Q502W6
I."ENST00000397789";22_30032740_30032865-114=126=123//P59750
I."ENST00000436936";16_57089345_57089431-63=87=84//Q86WI3
I."ENST00000522165";10_71712638_71712724-36=87=39//Q5TAT6
I."ENST00000507370";4_167713321_167713440-222=120=115//Q5RD69
I."ENST00000260926";2_200298061_200298237-127=177=228//Q8VI24
I."ENST00000425061";3_20216497_20216547-190=51=59//Q5FBB7
I."ENST00000421451";3_20215741_20216547-190=807=59//Q5FBB7
I."ENST00000541910";2_86509293_86509365-77=73=176//Q8BGH4
I."ENST00000409195";2_168099079_168108457-134=9379=134//A4UGR9
I."ENST00000263202";22_19462591_19462623-122=33=133//Q9ES53
I."ENST00000370989";6_52701034_52701166-142=133=52//Q7RTV2
I."ENST00000537841";11_118963114_118963233-39=120=54//P08397
I."ENST00000343878";11_76207259_76207513-277=255=150//Q7Z589
I."ENST00000343878";11_76250643_76250684-156=42=152//Q7Z589
I."ENST00000417270";3_49948959_49949444-766=486=140//Q86VX9
I."ENST00000402904";1_41499655_41499720-143=66=180//Q96GD3
I."ENST00000397171";1_41617286_41617356-235=71=209//Q96GD3
I."ENST00000397174";1_41618271_41618413-71=143=209//Q96GD3
I."ENST00000361705";1_41625397_41625605-235=209=24//Q96GD3
I."ENST00000326197";1_41499655_41499720-143=66=180//Q96GD3
I."ENST00000326197";1_41618271_41618413-71=143=209//Q96GD3
I."ENST00000372596";1_41625397_41625605-71=209=24//Q96GD3
I."ENST00000372596";1_41617286_41617356-235=71=209//Q96GD3
I."ENST00000267085";12_53554911_53554975-82=65=117//Q9Y600
I."ENST00000554592";14_92560090_92560175-67=86=42//O35815
I."ENST00000556315";14_92563018_92563182-42=165=46//P54252
I."ENST00000554672";14_92548644_92548810-97=167=133//P54252
I."ENST00000556898";14_92560090_92560175-67=86=45//O35815
I."ENST00000295237";2_168099079_168108457-134=9379=134//A4UGR9
I."ENST00000285871";7_76903011_76903106-187=96=171//Q8IYE0
I."ENST00000374503";1_24120350_24120420-48=71=74//Q9QYL8
I."ENST00000522294";19_2912134_2912259-52=126=127//Q68EA5
I."ENST00000411494";5_170139858_170139890-61=33=125//Q9JJ57
I."ENST00000561640";16_56623438_56623533-116=96=66//Q2PFZ0
I."ENST00000357886";20_31971286_31971327-231=42=121//Q96SZ6
I."ENST00000314845";11_46529741_46529920-81=180=87//Q9C0C7
I."ENST00000517566";8_107749748_107749828-163=81=126//Q8N573
I."ENST00000253811";5_140967791_140967817-156=27=258//O60610
I."ENST00000443073";21_34632902_34633032-169=131=63//P48551
I."ENST00000353437";5_160973328_160973419-68=92=229//P63138
I."ENST00000519980";8_141595218_141595410-121=193=62//Q9UKV8
I."ENST00000523609";8_141545567_141545668-200=102=135//O77503
I."ENST00000395580";12_42745687_42745851-92=165=62//Q8NEY8
I."ENST00000254271";14_60528729_60528897-145=169=237//Q6ZRR7
I."ENST00000334568";17_47918914_47918946-60=33=94//Q86UU9
I."ENST00000464057";6_4125484_4126471-90=988=70//O75521
I."ENST00000426706";1_169580730_169580915-186=186=186//P16109
I."ENST00000426706";1_169566229_169566414-210=186=186//P16109
I."ENST00000426706";1_169581455_169581640-186=186=186//P16109
I."ENST00000545634";7_87041209_87041349-157=141=101//P21439
I."ENST00000401994";22_19964229_19964246-72=18=172//O00192
I."ENST00000509030";5_72151601_72151750-76=150=107//Q8BFY9
I."ENST00000543691";8_80964841_80964910-102=70=149//P55327
I."ENST00000336119";1_247599272_247599442-171=171=171//Q96P20
I."ENST00000357236";20_18432498_18432606-86=109=68//Q9NVP4
I."ENST00000507756";5_180666067_180666177-141=111=96//P63245
I."ENST00000536134";16_20471429_20471613-106=185=211//Q08AH3
I."ENST00000294854";1_182517835_182517959-139=125=110//A5PLK6
I."ENST00000367485";1_186269223_186269345-106=123=120//Q92954
I."ENST00000445192";1_186273240_186273389-120=150=129//Q92954
I."ENST00000441232";12_102076382_102076440-187=59=43//Q00872
I."ENST00000542375";20_31621109_31621419-100=311=105//Q8NFQ5
I."ENST00000278903";11_125451107_125451218-112=112=74//Q4KM77
I."ENST00000319106";12_72274249_72274387-75=139=211//Q8TC07
I."ENST00000319106";12_72278591_72278801-139=211=103//Q8TC07
I."ENST00000550587";12_100657275_100657671-146=397=160//Q8N2C3
I."ENST00000549249";12_100657275_100657470-146=196=160//Q8N2C3
I."ENST00000549249";12_100657275_100657470-146=196=160//Q8N2C3
I."ENST00000399275";13_37441410_37441520-222=111=258//O15198
I."ENST00000530887";11_47445980_47446042-138=63=105//O42586
I."ENST00000461685";20_45858472_45858552-79=81=191//Q9ULU4
I."ENST00000372023";20_45891032_45891172-153=141=482//Q9ULU4
I."ENST00000517851";5_133476487_133476579-88=93=120//Q00417
I."ENST00000409219";2_175622294_175622403-196=110=45//P25108
I."ENST00000454876";3_14509596_14509720-104=125=113//P31641
I."ENST00000379957";8_38251616_38251759-454=144=138//Q2VYF4
I."ENST00000533353";11_110561695_110561762-83=68=211//Q9P2F6
I."ENST00000361322";1_209781203_209781278-124=76=113//Q96NX5
I."ENST00000422815";1_111857892_111858057-57=166=125//Q9BZP6
I."ENST00000335393";19_17654333_17654440-117=108=112//Q86XR2
I."ENST00000370652";X_135469899_135470033-163=135=123//Q8IZF6
I."ENST00000370652";X_135494424_135494525-281=102=168//Q8IZF6
I."ENST00000370652";X_135404937_135405551-79=615=6042//Q8IZF6
I."ENST00000545693";10_34739245_34739376-92=132=179//Q8TEW0
I."ENST00000320356";7_148512006_148512131-179=126=41//Q61188
I."ENST00000419848";22_38524276_38524437-79=162=109//O60733
I."ENST00000441578";18_47017775_47017815-135=41=53//P18621
I."ENST00000464762";7_44092466_44092550-113=85=147//Q9UJU6
I."ENST00000498733";7_44092466_44092540-113=75=147//Q9UJU6
I."ENST00000392986";12_100926236_100926388-366=153=134//Q96RI1
I."ENST00000296980";6_137477896_137477991-179=96=136//Q969J5
I."ENST00000376826";2_102031316_102031374-157=59=151//Q6ZV50
I."ENST00000439741";1_149903152_149903318-174=167=71//A4FU01
I."ENST00000414629";Y_24562755_24562865-111=111=89//Q15415
I."ENST00000575605";17_5383707_5383779-91=73=42//Q5RC74
I."ENST00000375726";11_104761897_104762131-150=235=173//Q6UXS9
I."ENST00000441710";11_104761925_104762131-150=207=173//Q6UXS9
I."ENST00000458137";11_104763624_104763718-173=95=252//Q6UXS9
I."ENST00000494737";11_104767944_104768195-173=252=263//Q6UXS9
I."ENST00000371239";10_97110966_97111133-47=168=86//Q9BX66
I."ENST00000354106";10_97174251_97174619-145=369=113//Q9BX66
I."ENST00000371239";10_97181947_97181973-113=27=129//Q9BX66
I."ENST00000354106";10_97194379_97194474-129=96=66//Q9BX66
I."ENST00000354106";10_97131741_97131806-102=66=84//Q9BX66
I."ENST00000428638";17_43481967_43482047-84=81=183//Q6ZUM4
I."ENST00000428638";17_43481635_43481700-68=66=84//Q6ZUM4
I."ENST00000434009";6_111781503_111781609-190=107=128//Q61493
I."ENST00000356306";10_135193503_135193989-211=487=200//Q6QHF9
I."ENST00000483211";10_135203094_135203251-113=158=313//Q6QHF9
I."ENST00000481285";X_118116784_118116906-119=123=265//Q496Y0
I."ENST00000403601";3_9960019_9960093-153=75=110//Q8NAC3
I."ENST00000359632";10_100185575_100185742-180=168=50//Q92902
I."ENST00000417784";3_183551512_183551613-98=102=71//Q5R5H4
I."ENST00000360614";19_5711782_5712013-62=232=120//P36776
I."ENST00000295736";3_27472789_27473160-116=372=189//Q9Y6M7
I."ENST00000295550";2_238296225_238296827-585=603=618//P12111
I."ENST00000496627";15_57938335_57938867-106=533=84//Q5EB94
I."ENST00000463717";15_57913806_57913898-156=93=114//P0CAP1
I."ENST00000380563";15_57953648_57953731-106=84=101//P0CAP1
I."ENST00000471563";15_57976600_57976872-101=273=439//P0CAP1
I."ENST00000261475";14_35564254_35564390-138=137=76//Q6AXZ3
I."ENST00000444181";17_29679275_29679432-136=158=123//P21359
I."ENST00000381294";5_55253037_55253119-211=83=160//P40189
I."ENST00000596707";19_7832402_7832514-152=113=151//Q9H2X3
I."ENST00000428024";1_155209407_155209553-134=147=192//P04062
I."ENST00000585889";19_46174543_46174650-100=108=104//P48546
I."ENST00000445209";19_45021007_45021285-118=279=279//Q6UY09
I."ENST00000448350";19_45015695_45015730-126=36=62//Q6UY09
I."ENST00000579248";18_47017775_47017815-135=41=53//P18621
I."ENST00000343619";17_40622108_40622236-98=129=83//Q5R422
I."ENST00000287507";16_31122009_31122082-99=74=129//Q00972
I."ENST00000543225";10_70482212_70482334-41=123=173//Q8CH18
I."ENST00000336585";10_116213138_116213242-48=105=130//O14639
I."ENST00000410017";2_232658973_232659061-76=89=203//Q9H9Q2
I."ENST00000327898";17_76198580_76198684-91=105=49//Q63HM1
I."ENST00000484480";20_20013152_20013297-136=146=528//P61600
I."ENST00000558768";15_31323186_31323360-21=175=252//Q7Z4N2
I."ENST00000539670";2_202334676_202334775-81=100=122//Q9C0K7
I."ENST00000452994";6_31616688_31616741-75=54=197//P46379
I."ENST00000257880";12_56093654_56093773-208=120=132//Q13683
I."ENST00000257880";12_56094046_56094177-120=132=256//Q13683
I."ENST00000442060";5_118792010_118792063-137=54=108//P51659
I."ENST00000536743";2_11263278_11263415-200=138=203//Q8N2B8
I."ENST00000477146";1_200952184_200952222-137=39=114//O75037
I."ENST00000492555";3_52562877_52562951-56=75=185//Q9H857
I."ENST00000459839";3_52562462_52562555-129=94=56//Q9H857
I."ENST00000438489";19_16923556_16923661-551=106=1699//Q149M9
I."ENST00000322953";4_102750965_102751363-344=399=155//Q8NDB2
I."ENST00000545170";14_92562437_92562481-86=45=165//P54252
I."ENST00000409940";2_171358295_171358375-163=81=102//Q8WXR4
I."ENST00000438642";2_171381015_171381136-103=122=61//Q8WXR4
I."ENST00000533191";6_32283549_32283569-21=21=21//Q5SRN2
I."ENST00000548455";12_95657522_95657573-176=52=276//Q9HBM0
I."ENST00000282641";10_52587891_52588055-98=165=239//Q9NQ94
I."ENST00000358212";15_52630007_52630081-94=75=199//Q99104
I."ENST00000358212";15_52638798_52638806-101=9=228//Q99104
I."ENST00000451445";3_15616484_15616589-84=106=136//Q9UJ83
I."ENST00000589042";2_179655435_179655572-138=138=126//Q8WZ42
I."ENST00000359218";2_179603868_179606648-279=2781=57//Q8WZ42
I."ENST00000392425";12_123646662_123646765-248=104=121//Q99550
I."ENST00000396795";12_6787829_6787876-334=48=238//Q8TF68
I."ENST00000439537";7_75616856_75616920-69=65=93//Q9BXJ8
I."ENST00000466956";7_150730530_150730691-161=162=156//Q9NUT2
I."ENST00000320394";16_19741752_19741816-793=65=130//Q8N0W5
I."ENST00000431666";19_54692287_54692365-130=79=545//Q96N66
I."ENST00000407727";1_240964755_240964808-75=54=90//P49802
I."ENST00000359008";1_117699196_117699543-279=348=65//Q7Z7D3
I."ENST00000478051";11_64326607_64326710-426=104=155//Q9NSA0
I."ENST00000595193";19_53618957_53619064-98=108=121//Q09FC8
I."ENST00000505320";4_52926585_52926690-331=106=116//Q8TC71
I."ENST00000535861";X_152097119_152097205-90=87=105//O15231
I."ENST00000535861";X_152091264_152091353-84=90=87//O15231
I."ENST00000423649";X_40448238_40448368-92=131=132//Q5R563
I."ENST00000449943";11_64899719_64900251-127=533=153//Q9DBY1
I."ENST00000275635";7_73635967_73636022-31=56=60//Q9GZY6
I."ENST00000368392";1_155159931_155160052-150=122=137//P15941
I."ENST00000366531";1_244681894_244682000-68=107=493//Q5SY80
I."ENST00000490207";3_160118416_160118753-81=338=179//Q9NTJ3
I."ENST00000439711";7_29539483_29539656-85=174=78//Q03070
I."ENST00000421775";7_29546844_29546981-78=138=106//Q80XD1
I."ENST00000411502";17_78196454_78196646-247=193=86//Q86WA9
I."ENST00000287727";1_52732327_52732503-100=177=170//O95405
I."ENST00000344624";5_31515561_31515671-232=111=93//Q9NRR4
I."ENST00000454502";3_12558110_12558160-78=51=139//Q8NCE0
I."ENST00000264344";4_89658623_89658706-197=84=96//O94988
I."ENST00000353024";1_151537001_151537090-87=90=66//Q9NNX1
I."ENST00000262444";17_12890418_12890469-378=52=553//Q17R89
I."ENST00000310677";14_24799374_24799501-159=128=112//Q8NFM4
I."ENST00000310677";14_24803700_24803884-198=185=88//Q8NFM4
I."ENST00000217121";20_62507169_62507228-149=60=102//O43399
I."ENST00000217121";20_62517369_62517395-102=27=42//O43399
I."ENST00000486047";9_4627753_4627856-240=104=78//Q8N4H0
I."ENST00000520757";8_96044223_96044322-138=100=123//Q330K2
I."ENST00000454358";8_96044223_96044326-138=104=123//Q330K2
I."ENST00000397532";14_23245042_23245145-97=104=124//Q9UM01
I."ENST00000354582";3_4695526_4695570-96=45=155//Q9TU34
I."ENST00000447536";2_234229276_234229469-45=194=60//P10523
I."ENST00000542353";12_7898927_7899019-111=93=161//Q8WTT0
I."ENST00000490474";10_6270159_6270181-174=23=65//Q5R9C1
I."ENST00000477914";10_6267124_6267211-65=88=174//Q16875
I."ENST00000419233";3_20216497_20216547-190=51=59//Q5FBB7
I."ENST00000263753";3_20215741_20216547-190=807=59//Q5FBB7
I."ENST00000354831";1_52257250_52257333-91=84=53//O43847
I."ENST00000354831";1_52272466_52272585-52=120=87//O43847
I."ENST00000280245";11_85597243_85597410-163=168=92//Q8IWF9
I."ENST00000313244";19_6746040_6746207-195=168=110//Q15642
I."ENST00000519352";8_66534498_66534589-96=92=218//Q9NVT9
I."ENST00000324965";6_160560685_160560899-107=215=109//O15245
I."ENST00000524354";8_38645075_38645261-63=187=116//O75410
I."ENST00000309862";17_37840850_37841002-63=153=98//Q96FM1
I."ENST00000342444";10_73964180_73964263-98=84=100//Q8N9N2
I."ENST00000450529";17_27043011_27043076-102=66=92//Q9BZG1
I."ENST00000378501";20_9440282_9440457-76=176=102//Q15147
I."ENST00000508448";4_41941213_41941400-95=188=68//Q9Z142
I."ENST00000529761";12_10279170_10279307-152=138=99//Q9BXN2
I."ENST00000340022";7_91855034_91855141-157=108=157//O00522
I."ENST00000583737";17_73667896_73667943-110=48=43//Q9UHR5
I."ENST00000561494";16_22314252_22314325-104=74=51//Q9NVU0
I."ENST00000352409";8_113316950_113317144-174=195=186//Q7Z407
I."ENST00000352409";8_113988066_113988377-78=312=113//Q7Z407
I."ENST00000547209";14_31067689_31067805-107=117=125//Q7L622
I."ENST00000382578";22_29092889_29092975-164=87=100//O96017
I."ENST00000424985";19_55872778_55872802-65=25=259//Q8N5Q1
I."ENST00000262585";8_142170731_142170886-122=156=97//A2RUS2
I."ENST00000327238";10_99221253_99221379-101=127=69//Q96T76
I."ENST00000495415";10_99219119_99219283-60=165=83//Q96T76
I."ENST00000329397";8_142437850_142437924-131=75=594//O75365
I."ENST00000355312";12_110388972_110389121-249=150=143//Q14161
I."ENST00000360185";12_110383065_110383154-83=90=249//Q14161
I."ENST00000361006";12_110388972_110389121-249=150=143//Q14161
I."ENST00000473018";1_76194086_76194173-63=88=98//P11310
I."ENST00000344255";10_103534887_103534973-148=87=37//P55075
I."ENST00000485002";1_3413552_3413683-129=132=129//O75095
I."ENST00000485893";2_135619539_135619588-97=50=237//Q8TDX5
I."ENST00000491421";6_31766254_31766284-60=31=68//O35900
I."ENST00000371587";9_139982720_139982850-109=131=137//Q9UKM7
I."ENST00000392719";12_110234330_110234509-159=180=299//Q9HBA0
I."ENST00000346520";12_110238423_110238563-299=141=153//Q9HBA0
I."ENST00000357704";21_39526509_39526623-100=115=208//Q96T75
I."ENST00000393366";17_46971734_46971811-48=78=179//P05496
I."ENST00000393141";11_104874001_104874110-174=110=252//P51878
I."ENST00000550418";16_7680605_7680685-54=81=133//Q17QD3
I."ENST00000575375";17_3370720_3370848-61=129=116//Q8NHS9
I."ENST00000379672";17_12876619_12876636-181=18=222//Q17R89
I."ENST00000307849";2_192547218_192547321-72=104=76//Q96AH0
I."ENST00000475677";3_160083831_160083940-94=110=69//Q9P2H3
I."ENST00000372754";20_43932868_43933437-123=570=82//O95460
I."ENST00000372754";20_43932029_43932151-123=123=570//O95460
I."ENST00000375733";1_16274786_16274992-189=207=87//Q13105
I."ENST00000371247";10_97131083_97131184-50=102=66//Q9BX66
I."ENST00000371247";10_97096278_97097051-59=774=195//Q9BX66
I."ENST00000371246";10_97096278_97096562-59=285=195//Q9BX66
I."ENST00000371247";10_97154368_97154430-48=63=75//Q9BX66
I."ENST00000371247";10_97181947_97181973-113=27=129//Q9BX66
I."ENST00000329620";22_42418253_42418360-93=108=497//Q6ICG8
I."ENST00000430082";10_74912051_74912179-129=129=193//O95905
I."ENST00000585343";17_33434007_33434141-41=135=82//O75771
I."ENST00000360221";17_41105741_41105795-95=55=92//Q9BTE6
I."ENST00000393058";3_137947760_137947852-98=93=81//Q8IUR7
I."ENST00000601380";5_74965077_74965208-202=132=868//A6NHY2
I."ENST00000420497";2_214161746_214161863-47=118=96//Q8N0X2
I."ENST00000479070";10_35490379_35490414-189=36=157//Q03060
I."ENST00000310397";2_242012681_242012779-83=99=117//Q8TER0
I."ENST00000342631";2_242026807_242026890-88=84=38//Q8TER0
I."ENST00000280663";12_1910740_1910810-76=71=63//Q7Z3S7
I."ENST00000391773";19_54301497_54301667-171=171=171//P59046
I."ENST00000523419";17_67197641_67197809-59=169=148//Q8WWZ4
I."ENST00000544088";18_61383269_61383386-129=118=143//Q96P15
I."ENST00000535944";1_231935854_231935956-55=103=916//Q9NRI5
I."ENST00000366633";1_231930988_231931042-236=55=103//Q9NRI5
I."ENST00000593157";19_13220729_13220815-70=87=149//Q9NXH9
I."ENST00000327783";21_30968846_30968890-114=45=108//Q38PU4
I."ENST00000372211";9_134404331_134404425-49=95=143//Q9HA47
I."ENST00000494029";20_20050389_20050545-151=157=151//Q8NHU2
I."ENST00000398823";2_44003921_44004038-83=118=35//Q8TCX1
I."ENST00000341524";1_6101891_6101932-129=42=44//P62483
I."ENST00000509599";10_46619902_46620058-95=157=62//Q4JDL3
I."ENST00000374339";10_46611717_46611811-98=95=111//Q4JDL3
I."ENST00000510335";10_46567905_46568239-216=335=152//Q4JDL3
I."ENST00000509774";10_46611717_46611811-98=95=62//Q4JDL3
